K_1	Ksd_1	mean_K	sd_K	tot_K	H_1	Hsd_1	mean_H	sd_H	tot_H	S_1	prS_1	mean_S	sd_S	tot_S	D_1	mean_D	sd_D	FS_1	mean_FS	sd_FS	Pi_1	mean_Pi	sd_Pi	
4	0	4	0	10	0.533333	0.180074	0.533333	0	0.2	4	4	4	0	4	-1.66706	-1.66706	0	-1.34464	-1.34464	0	0.8	0.8	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.327778	4	4	4	0	4	-0.279223	-0.279223	0	-0.312068	-0.312068	0	1.31111	1.31111	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.404444	5	5	5	0	5	0.57806	0.57806	0	0.616994	0.616994	0	2.02222	2.02222	0	
2	0	2	0	10	0.555556	0.0745356	0.555556	0	0.555556	6	6	6	0	6	2.36491	2.36491	0	5.80301	5.80301	0	3.33333	3.33333	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.377778	3	3	3	0	3	0.24725	0.24725	0	0.722822	0.722822	0	1.13333	1.13333	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.319444	8	8	8	0	8	-0.415482	-0.415482	0	-1.20673	-1.20673	0	2.55556	2.55556	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.251852	3	3	3	0	3	-1.03446	-1.03446	0	-1.46598	-1.46598	0	0.755556	0.755556	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.251852	3	3	3	0	3	-1.03446	-1.03446	0	-0.0464656	-0.0464656	0	0.755556	0.755556	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.283333	4	4	4	0	4	-0.761949	-0.761949	0	-1.94393	-1.94393	0	1.13333	1.13333	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.431111	5	5	5	0	5	0.880558	0.880558	0	0.760374	0.760374	0	2.15556	2.15556	0	
3	0	3	0	10	0.711111	0.0859974	0.711111	0	0.444444	2	2	2	0	2	0.830172	0.830172	0	0.253363	0.253363	0	0.888889	0.888889	0	
4	0	4	0	10	0.8	0.0758947	0.8	0	0.455556	6	6	6	0	6	1.19457	1.19457	0	1.31745	1.31745	0	2.73333	2.73333	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.297222	8	8	8	0	8	-0.686709	-0.686709	0	-0.209009	-0.209009	0	2.37778	2.37778	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.416667	4	4	4	0	4	0.686229	0.686229	0	0.194901	0.194901	0	1.66667	1.66667	0	
6	0	6	0	10	0.911111	0.0620394	0.911111	0	0.352381	7	7	7	0	7	-0.0132383	-0.0132383	0	-1.29478	-1.29478	0	2.46667	2.46667	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	1	1	1	0	1	0.014992	0.014992	0	0.4167	0.4167	0	0.355556	0.355556	0	
